,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Manufacturer
3529,Ahmedabad,2012,48772,Petrol,Manual,First,18.6,1197.0,85.8,5.0,3.91,Maruti
3530,Chennai,2010,66000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,2.19,Chevrolet
3531,Coimbatore,2017,27417,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,6.89,Hyundai
3532,Coimbatore,2011,51593,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,3.47,Ford
3533,Mumbai,2008,86340,Petrol,Automatic,Second,9.1,2349.0,0.0,5.0,3.25,Nissan
3534,Pune,2010,75000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,2.85,Maruti
3535,Coimbatore,2016,39237,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.64,Audi
3536,Kochi,2018,11966,Petrol,Manual,First,16.8,1497.0,116.3,5.0,10.28,Honda
3537,Hyderabad,2015,37000,Petrol,Manual,First,18.2,1199.0,88.7,5.0,6.3,Honda
3538,Chennai,2014,70920,Diesel,Manual,First,20.14,1498.0,88.8,5.0,4.75,Volkswagen
3539,Hyderabad,2013,65280,Diesel,Manual,First,19.87,1461.0,83.14,5.0,5.8,Nissan
3540,Hyderabad,2016,62000,Diesel,Automatic,First,12.51,2179.0,187.7,7.0,44.5,Land
3541,Kochi,2014,44525,Petrol,Manual,First,18.5,1197.0,82.9,5.0,4.65,Hyundai
3542,Jaipur,2009,86863,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.6,Honda
3543,Hyderabad,2015,102626,Diesel,Manual,First,16.0,2179.0,140.0,7.0,12.25,Mahindra
3544,Jaipur,2017,45000,Diesel,Manual,First,16.3,1956.0,170.0,5.0,20.0,Jeep
3545,Jaipur,2017,22000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.0,Mahindra
3546,Coimbatore,2011,108905,Diesel,Automatic,Second,11.79,2179.0,120.0,8.0,6.21,Mahindra
3547,Kolkata,2016,12800,Petrol,Manual,First,19.44,1198.0,67.0,7.0,3.25,Datsun
3548,Kolkata,2016,32000,Diesel,Manual,First,15.4,2179.0,120.0,7.0,9.75,Mahindra
3549,Mumbai,2014,39000,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,4.45,Honda
3550,Pune,2017,42000,Diesel,Manual,First,25.6,1498.0,98.6,5.0,12.0,Honda
3551,Chennai,2008,73000,Petrol,Manual,First,14.4,1396.0,65.0,5.0,0.8,Tata
3552,Chennai,2018,48000,Diesel,Manual,First,24.0,1186.0,73.97,5.0,5.95,Hyundai
3553,Pune,2015,18000,CNG,Manual,First,33.44,796.0,40.3,4.0,3.0,Maruti
3554,Kolkata,2014,19000,Petrol,Manual,First,17.43,1396.0,105.5,5.0,5.25,Hyundai
3555,Coimbatore,2019,33598,Diesel,Manual,First,13.68,2393.0,147.8,7.0,22.2,Toyota
3556,Jaipur,2012,63000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,13.5,BMW
3557,Chennai,2015,48000,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,13.5,Volkswagen
3558,Delhi,2014,66000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3.47,Ford
3559,Ahmedabad,2013,80000,Diesel,Automatic,Second,11.18,2696.0,184.0,7.0,9.5,Mahindra
3560,Chennai,2011,37000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,4.8,Volkswagen
3561,Kochi,2016,35058,Petrol,Manual,First,15.0,1598.0,103.52,5.0,6.54,Skoda
3562,Delhi,2012,52000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.1,Volkswagen
3563,Hyderabad,2015,61313,Diesel,Manual,First,23.65,1248.0,88.5,5.0,7.99,Maruti
3564,Kolkata,2009,45000,Petrol,Manual,Second,14.53,1798.0,138.1,5.0,3.3,Toyota
3565,Bangalore,2015,74000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,8.75,Maruti
3566,Hyderabad,2013,89000,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,4.19,Hyundai
3567,Kochi,2019,13414,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,30.77,Mercedes-Benz
3568,Jaipur,2006,95000,Petrol,Manual,Second,16.9,1497.0,100.0,5.0,2.11,Honda
3569,Jaipur,2018,15900,Petrol,Manual,First,18.15,1198.0,82.0,6.0,6.25,Mahindra
3570,Delhi,2011,151000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,11.4,Toyota
3571,Bangalore,2011,65000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.2,Honda
3572,Coimbatore,2017,36824,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,39.84,Audi
3573,Coimbatore,2013,65287,Diesel,Manual,First,20.0,1399.0,68.05,5.0,4.45,Ford
3574,Kolkata,2014,52000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,19.5,Mercedes-Benz
3575,Hyderabad,2007,33000,Petrol,Manual,First,15.26,1150.0,74.9,5.0,1.75,Chevrolet
3576,Hyderabad,2016,71000,Diesel,Manual,First,25.83,1498.0,99.0,5.0,5.1,Ford
3577,Delhi,2013,71000,Diesel,Automatic,First,22.7,1582.0,126.2,5.0,6.8,Hyundai
3578,Kolkata,2016,20000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,5.74,Maruti
3579,Hyderabad,2010,71000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,3.3,Maruti
3580,Hyderabad,2010,29000,Diesel,Automatic,First,9.9,3498.0,271.72,4.0,32.0,Mercedes-Benz
3581,Ahmedabad,2016,27000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,35.0,BMW
3582,Chennai,2017,19000,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,8.9,Maruti
3583,Mumbai,2011,58000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,4.0,Hyundai
3584,Kochi,2018,42203,Diesel,Manual,First,17.1,1956.0,170.0,5.0,19.46,Jeep
3585,Hyderabad,2009,94000,Diesel,Automatic,First,11.4,1991.0,142.0,5.0,5.25,Hyundai
3586,Delhi,2013,52000,CNG,Manual,Second,15.1,1196.0,73.0,5.0,2.6,Maruti
3587,Kolkata,2018,4900,Diesel,Manual,First,21.5,1497.0,108.5,5.0,9.22,Tata
3588,Jaipur,2013,70000,Petrol,Manual,First,21.1,814.0,55.2,5.0,1.8,Hyundai
3589,Hyderabad,2005,100000,Diesel,Manual,Second,13.5,1405.0,0.0,5.0,1.3,Tata
3590,Kochi,2015,65266,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,31.75,BMW
3591,Delhi,2014,54569,Diesel,Manual,First,20.77,1248.0,88.76,7.0,5.99,Maruti
3592,Kochi,2015,51361,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.94,Honda
3593,Jaipur,2007,125000,Petrol,Manual,Third,16.6,1388.0,68.0,5.0,1.5,Ford
3594,Bangalore,2008,66000,Petrol,Manual,Third,13.5,1799.0,130.0,5.0,3.25,Honda
3595,Hyderabad,2007,65047,LPG,Manual,First,17.3,1061.0,57.5,5.0,1.95,Maruti
3596,Delhi,2014,22281,Diesel,Manual,First,20.77,1248.0,88.8,7.0,6.5,Maruti
3597,Delhi,2013,63210,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3.71,Hyundai
3598,Pune,2018,31000,Petrol,Manual,First,20.14,1197.0,81.86,5.0,5.0,Hyundai
3599,Ahmedabad,2008,60000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1.99,Hyundai
3600,Mumbai,2017,32006,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.25,Honda
3601,Ahmedabad,2009,78000,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,8.0,Audi
3602,Mumbai,2011,9489,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.95,Hyundai
3603,Pune,2018,5000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.5,Renault
3604,Jaipur,2012,60000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,16.0,Audi
3605,Jaipur,2015,50000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.75,Maruti
3606,Delhi,2015,53000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,6.95,Honda
3607,Delhi,2011,64000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,12.5,Mercedes-Benz
3608,Coimbatore,2017,43827,Diesel,Automatic,First,13.22,2967.0,241.4,5.0,36.83,Audi
3609,Pune,2011,36431,Petrol,Manual,First,16.2,1199.0,74.0,5.0,2.7,Volkswagen
3610,Mumbai,2017,35000,Diesel,Manual,First,21.38,1396.0,88.7,5.0,9.9,Hyundai
3611,Kochi,2011,94832,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.83,Honda
3612,Coimbatore,2012,88381,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.25,Honda
3613,Kolkata,2016,45194,Diesel,Manual,First,22.7,1598.0,118.0,5.0,7.75,Maruti
3614,Mumbai,2010,66000,Petrol,Manual,Second,16.51,1586.0,103.2,5.0,2.46,Maruti
3615,Kolkata,2014,38578,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.96,Maruti
3616,Chennai,2015,40000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,8.25,Maruti
3617,Coimbatore,2018,20632,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.58,Hyundai
3618,Hyderabad,2014,73042,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3.99,Hyundai
3619,Delhi,2014,54257,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.25,Honda
3620,Hyderabad,2013,93000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,5.0,Skoda
3621,Hyderabad,2005,102000,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,4.65,Mercedes-Benz
3622,Coimbatore,2016,28881,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,21.37,Hyundai
3623,Hyderabad,2007,52195,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.75,Maruti
3624,Coimbatore,2018,20422,Diesel,Manual,First,12.4,2499.0,134.0,5.0,16.09,ISUZU
3625,Kolkata,2012,38000,Diesel,Manual,First,24.8,1396.0,88.7,5.0,4.1,Hyundai
3626,Coimbatore,2015,92885,Diesel,Manual,First,20.0,1399.0,68.0,5.0,3.56,Ford
3627,Pune,2010,43000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,4.21,Honda
3628,Coimbatore,2016,70478,Diesel,Manual,First,17.8,1248.0,0.0,5.0,6.86,Maruti
3629,Delhi,2015,57000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,6.6,Hyundai
3630,Coimbatore,2018,32434,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,14.35,Hyundai
3631,Hyderabad,2017,32000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,9.5,Ford
3632,Delhi,2011,59000,Diesel,Automatic,First,11.2,2993.0,241.0,4.0,21.9,BMW
3633,Coimbatore,2016,76467,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,30.45,BMW
3634,Hyderabad,2016,100000,Diesel,Manual,First,25.83,1498.0,99.0,5.0,5.1,Ford
3635,Pune,2013,37086,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,5.44,Hyundai
3636,Jaipur,2010,135000,Diesel,Manual,First,13.8,1399.0,68.0,5.0,1.6,Ford
3637,Kochi,2014,54862,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,16.67,Audi
3638,Hyderabad,2010,67758,Petrol,Manual,First,10.8,2354.0,0.0,5.0,9.5,Honda
3639,Pune,2012,56200,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,3.85,Hyundai
3640,Kochi,2011,169006,Diesel,Manual,First,14.24,2755.0,174.5,7.0,10.64,Toyota
3641,Bangalore,2016,20229,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.5,Renault
3642,Chennai,2008,62000,Petrol,Manual,Third,18.0,995.0,62.0,5.0,1.1,Chevrolet
3643,Hyderabad,2011,51500,Petrol,Manual,Second,16.2,1599.0,103.2,5.0,2.6,Hyundai
3644,Hyderabad,2012,69000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,18.5,BMW
3645,Bangalore,2004,167000,Petrol,Manual,First,0.0,1086.0,0.0,5.0,1.35,Hyundai
3646,Hyderabad,2015,62476,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.95,Maruti
3647,Jaipur,2017,60500,Diesel,Manual,First,25.4,1186.0,73.97,5.0,5.49,Hyundai
3648,Mumbai,2017,17978,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,6.95,Honda
3649,Jaipur,2008,300000,Diesel,Manual,First,17.0,1405.0,70.0,5.0,1.0,Tata
3650,Chennai,2013,123000,Diesel,Manual,Second,17.8,1399.0,67.0,5.0,4.45,Ford
3651,Kolkata,2016,45296,Diesel,Manual,First,25.1,1248.0,88.5,5.0,6.99,Maruti
3652,Coimbatore,2008,77325,Petrol,Manual,First,15.6,1586.0,104.68,5.0,3.51,Maruti
3653,Kochi,2018,25858,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7.54,Maruti
3654,Bangalore,2016,120000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.65,Maruti
3655,Ahmedabad,2016,22000,Diesel,Automatic,First,19.5,1582.0,126.24,5.0,16.0,Hyundai
3656,Kolkata,2012,11000,Petrol,Manual,First,16.2,995.0,62.1,5.0,1.4,Chevrolet
3657,Mumbai,2017,3900,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.45,Hyundai
3658,Hyderabad,2016,106092,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.4,Hyundai
3659,Delhi,2015,27000,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,5.95,Honda
3660,Ahmedabad,2013,11000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.9,Honda
3661,Coimbatore,2016,39753,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,35.28,Mercedes-Benz
3662,Pune,2017,39800,Diesel,Manual,First,17.6,2179.0,153.86,7.0,14.25,Tata
3663,Pune,2017,73000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.5,Hyundai
3664,Pune,2015,55000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.5,Ford
3665,Coimbatore,2017,18351,Petrol,Automatic,First,21.9,624.0,37.48,4.0,3.41,Tata
3666,Pune,2013,45000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,3.25,Honda
3667,Hyderabad,2016,112200,Diesel,Manual,First,24.52,1248.0,88.5,7.0,8.3,Maruti
3668,Bangalore,2010,29000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.45,Hyundai
3669,Hyderabad,2007,57309,Petrol,Manual,First,17.0,1086.0,0.0,5.0,2.1,Hyundai
3670,Mumbai,2015,53392,Diesel,Manual,First,16.0,2179.0,140.0,7.0,11.95,Mahindra
3671,Hyderabad,2010,71000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.25,Volkswagen
3672,Hyderabad,2014,93000,Diesel,Manual,First,14.0,2179.0,138.1,7.0,8.25,Tata
3673,Hyderabad,2010,119000,Petrol,Manual,First,10.2,2354.0,180.0,5.0,5.95,Honda
3674,Coimbatore,2016,42225,Petrol,Manual,First,15.1,1196.0,73.0,7.0,4.3,Maruti
3675,Ahmedabad,2012,65000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.9,Maruti
3676,Pune,2016,27809,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,6.41,Maruti
3677,Coimbatore,2015,65100,Diesel,Manual,First,15.1,2179.0,140.0,7.0,8.36,Mahindra
3678,Chennai,2014,51000,Petrol,Manual,First,19.1,1197.0,82.0,5.0,3.85,Hyundai
3679,Hyderabad,2017,10000,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,36.0,Mercedes-Benz
3680,Kolkata,2011,54895,Petrol,Manual,First,13.14,1798.0,160.0,5.0,7.5,Skoda
3681,Hyderabad,2015,80768,Diesel,Manual,First,20.14,1498.0,88.73,5.0,5.7,Volkswagen
3682,Kochi,2019,12076,Petrol,Manual,First,20.89,1197.0,81.8,5.0,5.5,Maruti
3683,Chennai,2016,49000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.9,Maruti
3684,Mumbai,2015,42366,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.75,Honda
3685,Ahmedabad,2010,68000,Diesel,Automatic,First,11.5,2993.0,235.0,5.0,18.0,BMW
3686,Hyderabad,2008,122397,Diesel,Manual,First,17.5,1896.0,106.0,5.0,4.4,Skoda
3687,Coimbatore,2017,50534,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,8.27,Volkswagen
3688,Ahmedabad,2014,55300,Diesel,Manual,First,19.87,1461.0,83.8,5.0,4.75,Renault
3689,Hyderabad,2008,73095,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,3.8,Honda
3690,Ahmedabad,2011,51100,Diesel,Manual,First,20.54,1598.0,103.6,5.0,3.4,Volkswagen
3691,Pune,2016,13436,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,4.7,Hyundai
3692,Pune,2008,76000,Petrol,Manual,Second,16.6,1388.0,68.0,5.0,1.49,Ford
3693,Mumbai,2016,63141,Diesel,Manual,Second,24.4,1120.0,71.0,5.0,4.5,Hyundai
3694,Hyderabad,2014,74885,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.4,Honda
3695,Hyderabad,2016,14000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,11.5,Honda
3696,Pune,2012,56000,Diesel,Manual,Second,20.4,1461.0,108.5,5.0,3.5,Renault
3697,Ahmedabad,2010,46000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,16.5,BMW
3698,Mumbai,2012,51800,Petrol,Manual,First,15.5,1586.0,103.3,5.0,3.9,Maruti
3699,Hyderabad,2007,81000,Petrol,Automatic,First,16.4,1497.0,78.0,5.0,3.25,Honda
3700,Kochi,2018,17370,Petrol,Manual,First,17.0,1198.0,73.75,5.0,5.84,Volkswagen
3701,Hyderabad,2016,18456,Petrol,Manual,First,17.0,1198.0,73.75,5.0,5.75,Volkswagen
3702,Delhi,2010,59000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,10.0,Audi
3703,Mumbai,2006,141537,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1.05,Maruti
3704,Delhi,2013,51000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,5.64,Hyundai
3705,Coimbatore,2019,29311,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,50.97,Mercedes-Benz
3706,Mumbai,2016,31000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,29.95,BMW
3707,Mumbai,2014,80000,Diesel,Manual,Second,24.2,1498.0,98.6,7.0,4.85,Honda
3708,Hyderabad,2016,33000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,14.5,Hyundai
3709,Hyderabad,2011,71556,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.5,Honda
3710,Bangalore,2011,85000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,3.2,Ford
3711,Chennai,2016,91000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.5,Maruti
3712,Coimbatore,2015,73187,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,30.72,Mercedes-Benz
3713,Jaipur,2009,232000,Diesel,Manual,First,11.5,1991.0,147.9,7.0,3.5,Chevrolet
3714,Bangalore,2007,127079,Diesel,Manual,First,12.8,2494.0,102.0,7.0,6.99,Toyota
3715,Kochi,2014,58816,Diesel,Manual,First,17.21,1493.0,100.0,7.0,3.45,Mahindra
3716,Kochi,2015,63818,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.57,Honda
3717,Kolkata,2014,40000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,17.5,Audi
3718,Delhi,2013,77445,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.75,Volkswagen
3719,Pune,2017,14000,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,9.99,Ford
3720,Kolkata,2012,85122,Diesel,Manual,First,12.99,2494.0,100.0,7.0,8.2,Toyota
3721,Jaipur,2005,123000,Petrol,Manual,Third,13.0,1493.0,100.0,5.0,1.1,Honda
3722,Kochi,2015,61000,CNG,Manual,First,22.1,1586.0,85.7,5.0,3.89,Maruti
3723,Chennai,2015,63714,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.45,Maruti
3724,Pune,2009,53000,Diesel,Automatic,First,8.7,2987.0,224.34,5.0,13.75,Mercedes-Benz
3725,Kolkata,2017,60000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,3.0,Maruti
3726,Ahmedabad,2017,33000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.25,Maruti
3727,Mumbai,2013,31000,Diesel,Automatic,First,13.2,2400.0,215.0,5.0,17.65,Volvo
3728,Delhi,2014,79000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,18.25,Toyota
3729,Kochi,2013,67914,Diesel,Manual,First,23.0,1396.0,90.0,5.0,3.45,Hyundai
3730,Bangalore,2015,58970,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,23.75,Audi
3731,Mumbai,2013,60000,Diesel,Manual,Second,19.64,1461.0,108.5,5.0,5.45,Nissan
3732,Coimbatore,2017,35225,Petrol,Automatic,First,23.1,998.0,67.04,5.0,5.25,Maruti
3733,Delhi,2005,69496,Petrol,Manual,First,15.9,1298.0,0.0,5.0,1.1,Maruti
3734,Delhi,2012,62282,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,2.9,Hyundai
3735,Hyderabad,2010,80000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,14.2,BMW
3736,Kochi,2018,43698,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.8,Hyundai
3737,Coimbatore,2017,28052,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,7.22,Hyundai
3738,Coimbatore,2016,29091,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.87,Hyundai
3739,Delhi,2013,63000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,3.3,Volkswagen
3740,Hyderabad,2007,91000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,3.0,Honda
3741,Hyderabad,2014,30000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,26.0,Mercedes-Benz
3742,Hyderabad,2017,24571,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.9,Maruti
3743,Bangalore,2014,45000,Petrol,Automatic,First,15.74,1591.0,121.3,5.0,7.5,Hyundai
3744,Hyderabad,2015,24617,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.36,Maruti
3745,Coimbatore,2017,26927,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.39,Maruti
3746,Kochi,2013,87736,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.02,Mahindra
3747,Delhi,2016,35299,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.0,Maruti
3748,Kochi,2017,51612,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.11,Hyundai
3749,Mumbai,1998,55300,Diesel,Automatic,First,10.0,1796.0,157.7,5.0,3.9,Mercedes-Benz
3750,Hyderabad,2009,65090,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.15,Maruti
3751,Kolkata,2013,40000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,3.25,Honda
3752,Kochi,2015,38467,Diesel,Automatic,First,12.65,2993.0,255.0,5.0,70.66,Land
3753,Mumbai,2013,71904,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.61,Hyundai
3754,Mumbai,2008,87000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,2.35,Honda
3755,Chennai,2014,33000,Diesel,Manual,Second,24.0,1120.0,70.0,5.0,4.05,Hyundai
3756,Jaipur,2009,22100,Petrol,Manual,Second,16.1,796.0,37.0,4.0,0.8,Maruti
3757,Hyderabad,2014,59589,Diesel,Manual,First,23.59,1364.0,67.1,5.0,5.6,Toyota
3758,Delhi,2015,44000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,5.35,Hyundai
3759,Mumbai,2017,12000,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.25,Maruti
3760,Pune,2012,66000,Diesel,Automatic,Second,17.05,1995.0,184.0,5.0,11.5,BMW
3761,Pune,2016,38009,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.25,Maruti
3762,Mumbai,2009,35000,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,4.45,Skoda
3763,Pune,2009,70000,Diesel,Manual,First,14.0,2498.0,112.0,7.0,2.85,Mahindra
3764,Delhi,2014,86000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.85,Mahindra
3765,Pune,2016,32000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,5.3,Maruti
3766,Mumbai,2017,15000,Petrol,Manual,First,18.88,999.0,123.24,5.0,8.0,Ford
3767,Coimbatore,2014,69918,Diesel,Manual,First,21.43,1364.0,87.2,5.0,9.43,Toyota
3768,Pune,2012,39000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2.75,Hyundai
3769,Mumbai,2018,1011,Diesel,Manual,First,20.37,1461.0,108.45,5.0,13.5,Renault
3770,Hyderabad,2009,85000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,9.99,Mercedes-Benz
3771,Chennai,2017,46663,Petrol,Manual,First,21.1,998.0,100.0,5.0,6.95,Maruti
3772,Chennai,2015,27000,Petrol,Automatic,First,17.97,1498.0,99.6,5.0,6.75,Nissan
3773,Chennai,2015,15000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.5,Hyundai
3774,Kochi,2018,10575,Petrol,Manual,First,21.56,1462.0,103.25,5.0,9.18,Maruti
3775,Jaipur,2014,12500,Petrol,Manual,First,19.1,1197.0,82.0,5.0,4.15,Hyundai
3776,Ahmedabad,2012,52000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.5,Hyundai
3777,Kochi,2015,49818,Petrol,Manual,First,21.5,1197.0,81.8,5.0,4.11,Maruti
3778,Hyderabad,2008,90000,Diesel,Manual,Second,16.8,1493.0,110.0,5.0,2.25,Hyundai
3779,Kochi,2015,52207,Petrol,Manual,First,17.71,1197.0,78.9,5.0,4.56,Toyota
3780,Pune,2013,167362,Diesel,Manual,First,11.68,2498.0,112.0,7.0,4.0,Mahindra
3781,Coimbatore,2015,49894,Diesel,Manual,First,23.59,1364.0,67.06,5.0,5.27,Toyota
3782,Kochi,2019,13024,Diesel,Manual,First,18.06,2523.0,63.0,7.0,9.11,Mahindra
3783,Pune,2010,128000,Diesel,Manual,Second,14.42,1995.0,147.6,5.0,6.2,Nissan
3784,Kochi,2017,26023,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.97,Toyota
3785,Delhi,2016,42784,Diesel,Manual,First,21.38,1396.0,88.7,5.0,10.17,Hyundai
3786,Pune,2014,115000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,4.5,Maruti
3787,Kochi,2019,30529,Diesel,Manual,First,23.9,1582.0,126.2,5.0,14.28,Hyundai
3788,Kochi,2012,14814,Petrol,Manual,Second,19.7,796.0,46.3,5.0,2.47,Maruti
3789,Ahmedabad,2016,58000,Diesel,Manual,First,23.65,1248.0,88.5,5.0,7.9,Maruti
3790,Hyderabad,2011,68128,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.3,Hyundai
3791,Hyderabad,2013,63220,Petrol,Manual,First,13.24,1598.0,102.5,5.0,6.5,Nissan
3792,Hyderabad,2016,30000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.25,Hyundai
3793,Bangalore,2017,27768,Diesel,Manual,First,20.65,1248.0,88.7,5.0,5.85,Tata
